0;0;0;0;0;0;0;0;0;0
0;0.411564;0.547825;0.57794;0.583175;0.583175;0.57794;0.547825;0.411564;0
0;0.547825;0.734396;0.776811;0.784372;0.784372;0.776811;0.734396;0.547825;0
0;0.57794;0.776811;0.822552;0.8308;0.8308;0.822552;0.776811;0.57794;0
0;0.583175;0.784372;0.8308;0.8392;0.8392;0.8308;0.784372;0.583175;0
0;0.583175;0.784372;0.8308;0.8392;0.8392;0.8308;0.784372;0.583175;0
0;0.57794;0.776811;0.822552;0.8308;0.8308;0.822552;0.776811;0.57794;0
0;0.547825;0.734396;0.776811;0.784372;0.784372;0.776811;0.734396;0.547825;0
0;0.411564;0.547825;0.57794;0.583175;0.583175;0.57794;0.547825;0.411564;0
0;0;0;0;0;0;0;0;0;0
